path,id,concept,slug,variant,category,severity,score,terms
rules/secret/kv/log.jp.secret.github_token.kv.toml,log.jp.secret.github_token.kv,GitHubトークン,github_token,kv,secret,critical,97,GitHubトークン|github_token|GITHUB_TOKEN
rules/secret/kv/log.jp.secret.gitlab_token.kv.toml,log.jp.secret.gitlab_token.kv,GitLabトークン,gitlab_token,kv,secret,critical,97,GitLabトークン|gitlab_token|GITLAB_TOKEN
rules/secret/kv/log.jp.secret.id_token.kv.toml,log.jp.secret.id_token.kv,IDトークン,id_token,kv,secret,critical,97,IDトークン|id_token
rules/secret/kv/log.jp.secret.jwt.kv.toml,log.jp.secret.jwt.kv,JWT,jwt,kv,secret,critical,97,JWT|Json Web Token|jwt
rules/secret/kv/log.jp.secret.mfa_backup_code.kv.toml,log.jp.secret.mfa_backup_code.kv,MFAバックアップコード,mfa_backup_code,kv,secret,critical,97,MFAバックアップコード|リカバリーコード|mfa_backup_code
rules/secret/kv/log.jp.secret.oauth_client_secret.kv.toml,log.jp.secret.oauth_client_secret.kv,OAuthクライアントシークレット,oauth_client_secret,kv,secret,critical,97,OAuthクライアントシークレット|client_secret|oauth_client_secret
rules/secret/kv/log.jp.secret.otp_code.kv.toml,log.jp.secret.otp_code.kv,ワンタイムパスワード,otp_code,kv,secret,critical,97,ワンタイムパスワード|認証コード|OTP|otp_code
rules/secret/kv/log.jp.secret.password.kv.toml,log.jp.secret.password.kv,パスワード,password,kv,secret,critical,97,パスワード|暗証番号|password|passwd|pwd
rules/secret/kv/log.jp.secret.private_key.kv.toml,log.jp.secret.private_key.kv,秘密鍵,private_key,kv,secret,critical,97,秘密鍵|private_key|secret_key
rules/secret/kv/log.jp.secret.redis_password.kv.toml,log.jp.secret.redis_password.kv,Redisパスワード,redis_password,kv,secret,critical,97,Redisパスワード|REDIS_PASSWORD|redis_password
rules/secret/kv/log.jp.secret.refresh_token.kv.toml,log.jp.secret.refresh_token.kv,リフレッシュトークン,refresh_token,kv,secret,critical,97,リフレッシュトークン|refresh_token
rules/secret/kv/log.jp.secret.session_id.kv.toml,log.jp.secret.session_id.kv,セッションID,session_id,kv,secret,critical,97,セッションID|session_id|sid
rules/secret/kv/log.jp.secret.signing_secret.kv.toml,log.jp.secret.signing_secret.kv,署名シークレット,signing_secret,kv,secret,critical,97,署名シークレット|署名鍵|signing_secret
rules/secret/kv/log.jp.secret.slack_webhook_url.kv.toml,log.jp.secret.slack_webhook_url.kv,Slack Webhook URL,slack_webhook_url,kv,secret,critical,97,Slack Webhook URL|slack_webhook_url|incoming_webhook
rules/secret/kv/log.jp.secret.smtp_password.kv.toml,log.jp.secret.smtp_password.kv,SMTPパスワード,smtp_password,kv,secret,critical,97,SMTPパスワード|SMTP_PASSWORD|smtp_password
rules/secret/kv/log.jp.secret.ssh_private_key.kv.toml,log.jp.secret.ssh_private_key.kv,SSH秘密鍵,ssh_private_key,kv,secret,critical,97,SSH秘密鍵|ssh_private_key
rules/secret/kv/log.jp.secret.webhook_secret.kv.toml,log.jp.secret.webhook_secret.kv,Webhookシークレット,webhook_secret,kv,secret,critical,97,Webhookシークレット|webhook_secret
