path,id,concept,slug,variant,category,severity,score,terms
templates/finance/kv/log.jp.finance.aml_watchlist_flag.kv.toml,log.jp.finance.aml_watchlist_flag.kv,AMLウォッチリスト,aml_watchlist_flag,kv,finance,high,90,AMLウォッチリスト|反社チェック|aml_watchlist_flag
templates/finance/schema/log.jp.finance.aml_watchlist_flag.schema.toml,log.jp.finance.aml_watchlist_flag.schema,AMLウォッチリスト,aml_watchlist_flag,schema,finance,high,70,AMLウォッチリスト|反社チェック|aml_watchlist_flag
templates/finance/leak/log.jp.finance.aml_watchlist_flag.leak.toml,log.jp.finance.aml_watchlist_flag.leak,AMLウォッチリスト,aml_watchlist_flag,leak,finance,high,80,AMLウォッチリスト|反社チェック|aml_watchlist_flag
templates/finance/lv/log.jp.finance.bank_account_number.lv.toml,log.jp.finance.bank_account_number.lv,銀行口座番号,bank_account_number,lv,finance,critical,95,銀行口座番号|口座番号|bank_account_number|account_number
templates/finance/kv/log.jp.finance.bank_account_number.kv.toml,log.jp.finance.bank_account_number.kv,銀行口座番号,bank_account_number,kv,finance,critical,97,銀行口座番号|口座番号|bank_account_number|account_number
templates/finance/schema/log.jp.finance.bank_account_number.schema.toml,log.jp.finance.bank_account_number.schema,銀行口座番号,bank_account_number,schema,finance,critical,77,銀行口座番号|口座番号|bank_account_number|account_number
templates/finance/leak/log.jp.finance.bank_account_number.leak.toml,log.jp.finance.bank_account_number.leak,銀行口座番号,bank_account_number,leak,finance,critical,87,銀行口座番号|口座番号|bank_account_number|account_number
templates/finance/lv/log.jp.finance.bank_code.lv.toml,log.jp.finance.bank_code.lv,銀行コード,bank_code,lv,finance,medium,72,銀行コード|金融機関コード|bank_code
templates/finance/kv/log.jp.finance.bank_code.kv.toml,log.jp.finance.bank_code.kv,銀行コード,bank_code,kv,finance,medium,74,銀行コード|金融機関コード|bank_code
templates/finance/schema/log.jp.finance.bank_code.schema.toml,log.jp.finance.bank_code.schema,銀行コード,bank_code,schema,finance,medium,54,銀行コード|金融機関コード|bank_code
templates/finance/leak/log.jp.finance.bank_code.leak.toml,log.jp.finance.bank_code.leak,銀行コード,bank_code,leak,finance,medium,64,銀行コード|金融機関コード|bank_code
templates/finance/lv/log.jp.finance.billing_amount.lv.toml,log.jp.finance.billing_amount.lv,請求金額,billing_amount,lv,finance,medium,72,請求金額|課金額|billing_amount
templates/finance/kv/log.jp.finance.billing_amount.kv.toml,log.jp.finance.billing_amount.kv,請求金額,billing_amount,kv,finance,medium,74,請求金額|課金額|billing_amount
templates/finance/schema/log.jp.finance.billing_amount.schema.toml,log.jp.finance.billing_amount.schema,請求金額,billing_amount,schema,finance,medium,54,請求金額|課金額|billing_amount
templates/finance/leak/log.jp.finance.billing_amount.leak.toml,log.jp.finance.billing_amount.leak,請求金額,billing_amount,leak,finance,medium,64,請求金額|課金額|billing_amount
templates/finance/lv/log.jp.finance.branch_code.lv.toml,log.jp.finance.branch_code.lv,支店コード,branch_code,lv,finance,medium,72,支店コード|店番|branch_code
templates/finance/kv/log.jp.finance.branch_code.kv.toml,log.jp.finance.branch_code.kv,支店コード,branch_code,kv,finance,medium,74,支店コード|店番|branch_code
templates/finance/schema/log.jp.finance.branch_code.schema.toml,log.jp.finance.branch_code.schema,支店コード,branch_code,schema,finance,medium,54,支店コード|店番|branch_code
templates/finance/leak/log.jp.finance.branch_code.leak.toml,log.jp.finance.branch_code.leak,支店コード,branch_code,leak,finance,medium,64,支店コード|店番|branch_code
templates/finance/lv/log.jp.finance.card_cvv.lv.toml,log.jp.finance.card_cvv.lv,セキュリティコード,card_cvv,lv,finance,critical,95,セキュリティコード|CVV|CVC|card_cvv
templates/finance/kv/log.jp.finance.card_cvv.kv.toml,log.jp.finance.card_cvv.kv,セキュリティコード,card_cvv,kv,finance,critical,97,セキュリティコード|CVV|CVC|card_cvv
templates/finance/schema/log.jp.finance.card_cvv.schema.toml,log.jp.finance.card_cvv.schema,セキュリティコード,card_cvv,schema,finance,critical,77,セキュリティコード|CVV|CVC|card_cvv
templates/finance/leak/log.jp.finance.card_cvv.leak.toml,log.jp.finance.card_cvv.leak,セキュリティコード,card_cvv,leak,finance,critical,87,セキュリティコード|CVV|CVC|card_cvv
templates/finance/lv/log.jp.finance.card_expiry.lv.toml,log.jp.finance.card_expiry.lv,カード有効期限,card_expiry,lv,finance,high,88,カード有効期限|有効期限|card_expiry|expiration_date
templates/finance/kv/log.jp.finance.card_expiry.kv.toml,log.jp.finance.card_expiry.kv,カード有効期限,card_expiry,kv,finance,high,90,カード有効期限|有効期限|card_expiry|expiration_date
templates/finance/schema/log.jp.finance.card_expiry.schema.toml,log.jp.finance.card_expiry.schema,カード有効期限,card_expiry,schema,finance,high,70,カード有効期限|有効期限|card_expiry|expiration_date
templates/finance/leak/log.jp.finance.card_expiry.leak.toml,log.jp.finance.card_expiry.leak,カード有効期限,card_expiry,leak,finance,high,80,カード有効期限|有効期限|card_expiry|expiration_date
templates/finance/lv/log.jp.finance.card_token.lv.toml,log.jp.finance.card_token.lv,カードトークン,card_token,lv,finance,critical,95,カードトークン|card_token
templates/finance/kv/log.jp.finance.card_token.kv.toml,log.jp.finance.card_token.kv,カードトークン,card_token,kv,finance,critical,97,カードトークン|card_token
templates/finance/schema/log.jp.finance.card_token.schema.toml,log.jp.finance.card_token.schema,カードトークン,card_token,schema,finance,critical,77,カードトークン|card_token
templates/finance/leak/log.jp.finance.card_token.leak.toml,log.jp.finance.card_token.leak,カードトークン,card_token,leak,finance,critical,87,カードトークン|card_token
templates/finance/lv/log.jp.finance.credit_card_number.lv.toml,log.jp.finance.credit_card_number.lv,クレジットカード番号,credit_card_number,lv,finance,critical,95,クレジットカード番号|カード番号|credit_card_number|card_number
templates/finance/kv/log.jp.finance.credit_card_number.kv.toml,log.jp.finance.credit_card_number.kv,クレジットカード番号,credit_card_number,kv,finance,critical,97,クレジットカード番号|カード番号|credit_card_number|card_number
templates/finance/schema/log.jp.finance.credit_card_number.schema.toml,log.jp.finance.credit_card_number.schema,クレジットカード番号,credit_card_number,schema,finance,critical,77,クレジットカード番号|カード番号|credit_card_number|card_number
templates/finance/leak/log.jp.finance.credit_card_number.leak.toml,log.jp.finance.credit_card_number.leak,クレジットカード番号,credit_card_number,leak,finance,critical,87,クレジットカード番号|カード番号|credit_card_number|card_number
templates/finance/lv/log.jp.finance.crypto_wallet_address.lv.toml,log.jp.finance.crypto_wallet_address.lv,暗号資産ウォレットアドレス,crypto_wallet_address,lv,finance,high,88,暗号資産ウォレット|ウォレットアドレス|crypto_wallet_address|wallet_address
templates/finance/kv/log.jp.finance.crypto_wallet_address.kv.toml,log.jp.finance.crypto_wallet_address.kv,暗号資産ウォレットアドレス,crypto_wallet_address,kv,finance,high,90,暗号資産ウォレット|ウォレットアドレス|crypto_wallet_address|wallet_address
templates/finance/schema/log.jp.finance.crypto_wallet_address.schema.toml,log.jp.finance.crypto_wallet_address.schema,暗号資産ウォレットアドレス,crypto_wallet_address,schema,finance,high,70,暗号資産ウォレット|ウォレットアドレス|crypto_wallet_address|wallet_address
templates/finance/leak/log.jp.finance.crypto_wallet_address.leak.toml,log.jp.finance.crypto_wallet_address.leak,暗号資産ウォレットアドレス,crypto_wallet_address,leak,finance,high,80,暗号資産ウォレット|ウォレットアドレス|crypto_wallet_address|wallet_address
templates/finance/lv/log.jp.finance.debit_card_number.lv.toml,log.jp.finance.debit_card_number.lv,デビットカード番号,debit_card_number,lv,finance,critical,95,デビットカード番号|debit_card_number
templates/finance/kv/log.jp.finance.debit_card_number.kv.toml,log.jp.finance.debit_card_number.kv,デビットカード番号,debit_card_number,kv,finance,critical,97,デビットカード番号|debit_card_number
templates/finance/schema/log.jp.finance.debit_card_number.schema.toml,log.jp.finance.debit_card_number.schema,デビットカード番号,debit_card_number,schema,finance,critical,77,デビットカード番号|debit_card_number
templates/finance/leak/log.jp.finance.debit_card_number.leak.toml,log.jp.finance.debit_card_number.leak,デビットカード番号,debit_card_number,leak,finance,critical,87,デビットカード番号|debit_card_number
templates/finance/lv/log.jp.finance.deposit_balance.lv.toml,log.jp.finance.deposit_balance.lv,預金残高,deposit_balance,lv,finance,high,88,預金残高|口座残高|deposit_balance
templates/finance/kv/log.jp.finance.deposit_balance.kv.toml,log.jp.finance.deposit_balance.kv,預金残高,deposit_balance,kv,finance,high,90,預金残高|口座残高|deposit_balance
templates/finance/schema/log.jp.finance.deposit_balance.schema.toml,log.jp.finance.deposit_balance.schema,預金残高,deposit_balance,schema,finance,high,70,預金残高|口座残高|deposit_balance
templates/finance/leak/log.jp.finance.deposit_balance.leak.toml,log.jp.finance.deposit_balance.leak,預金残高,deposit_balance,leak,finance,high,80,預金残高|口座残高|deposit_balance
templates/finance/lv/log.jp.finance.direct_debit_id.lv.toml,log.jp.finance.direct_debit_id.lv,口座振替ID,direct_debit_id,lv,finance,high,88,口座振替ID|振替依頼番号|direct_debit_id
templates/finance/kv/log.jp.finance.direct_debit_id.kv.toml,log.jp.finance.direct_debit_id.kv,口座振替ID,direct_debit_id,kv,finance,high,90,口座振替ID|振替依頼番号|direct_debit_id
templates/finance/schema/log.jp.finance.direct_debit_id.schema.toml,log.jp.finance.direct_debit_id.schema,口座振替ID,direct_debit_id,schema,finance,high,70,口座振替ID|振替依頼番号|direct_debit_id
templates/finance/leak/log.jp.finance.direct_debit_id.leak.toml,log.jp.finance.direct_debit_id.leak,口座振替ID,direct_debit_id,leak,finance,high,80,口座振替ID|振替依頼番号|direct_debit_id
templates/finance/lv/log.jp.finance.fraud_score.lv.toml,log.jp.finance.fraud_score.lv,不正検知スコア,fraud_score,lv,finance,medium,72,不正検知スコア|fraud_score|risk_score
templates/finance/kv/log.jp.finance.fraud_score.kv.toml,log.jp.finance.fraud_score.kv,不正検知スコア,fraud_score,kv,finance,medium,74,不正検知スコア|fraud_score|risk_score
templates/finance/schema/log.jp.finance.fraud_score.schema.toml,log.jp.finance.fraud_score.schema,不正検知スコア,fraud_score,schema,finance,medium,54,不正検知スコア|fraud_score|risk_score
templates/finance/leak/log.jp.finance.fraud_score.leak.toml,log.jp.finance.fraud_score.leak,不正検知スコア,fraud_score,leak,finance,medium,64,不正検知スコア|fraud_score|risk_score
templates/finance/lv/log.jp.finance.ideco_number.lv.toml,log.jp.finance.ideco_number.lv,iDeCo加入者番号,ideco_number,lv,finance,high,88,iDeCo加入者番号|iDeCo番号|ideco_number
templates/finance/kv/log.jp.finance.ideco_number.kv.toml,log.jp.finance.ideco_number.kv,iDeCo加入者番号,ideco_number,kv,finance,high,90,iDeCo加入者番号|iDeCo番号|ideco_number
templates/finance/schema/log.jp.finance.ideco_number.schema.toml,log.jp.finance.ideco_number.schema,iDeCo加入者番号,ideco_number,schema,finance,high,70,iDeCo加入者番号|iDeCo番号|ideco_number
templates/finance/leak/log.jp.finance.ideco_number.leak.toml,log.jp.finance.ideco_number.leak,iDeCo加入者番号,ideco_number,leak,finance,high,80,iDeCo加入者番号|iDeCo番号|ideco_number
templates/finance/lv/log.jp.finance.income_amount.lv.toml,log.jp.finance.income_amount.lv,所得金額,income_amount,lv,finance,high,88,所得金額|年収|収入額|income_amount
templates/finance/kv/log.jp.finance.income_amount.kv.toml,log.jp.finance.income_amount.kv,所得金額,income_amount,kv,finance,high,90,所得金額|年収|収入額|income_amount
templates/finance/schema/log.jp.finance.income_amount.schema.toml,log.jp.finance.income_amount.schema,所得金額,income_amount,schema,finance,high,70,所得金額|年収|収入額|income_amount
templates/finance/leak/log.jp.finance.income_amount.leak.toml,log.jp.finance.income_amount.leak,所得金額,income_amount,leak,finance,high,80,所得金額|年収|収入額|income_amount
templates/finance/lv/log.jp.finance.invoice_number.lv.toml,log.jp.finance.invoice_number.lv,請求書番号,invoice_number,lv,finance,medium,72,請求書番号|インボイス番号|invoice_number
templates/finance/kv/log.jp.finance.invoice_number.kv.toml,log.jp.finance.invoice_number.kv,請求書番号,invoice_number,kv,finance,medium,74,請求書番号|インボイス番号|invoice_number
templates/finance/schema/log.jp.finance.invoice_number.schema.toml,log.jp.finance.invoice_number.schema,請求書番号,invoice_number,schema,finance,medium,54,請求書番号|インボイス番号|invoice_number
templates/finance/leak/log.jp.finance.invoice_number.leak.toml,log.jp.finance.invoice_number.leak,請求書番号,invoice_number,leak,finance,medium,64,請求書番号|インボイス番号|invoice_number
templates/finance/lv/log.jp.finance.loan_account_number.lv.toml,log.jp.finance.loan_account_number.lv,ローン口座番号,loan_account_number,lv,finance,high,88,ローン口座番号|借入口座番号|loan_account_number
templates/finance/kv/log.jp.finance.loan_account_number.kv.toml,log.jp.finance.loan_account_number.kv,ローン口座番号,loan_account_number,kv,finance,high,90,ローン口座番号|借入口座番号|loan_account_number
templates/finance/schema/log.jp.finance.loan_account_number.schema.toml,log.jp.finance.loan_account_number.schema,ローン口座番号,loan_account_number,schema,finance,high,70,ローン口座番号|借入口座番号|loan_account_number
templates/finance/leak/log.jp.finance.loan_account_number.leak.toml,log.jp.finance.loan_account_number.leak,ローン口座番号,loan_account_number,leak,finance,high,80,ローン口座番号|借入口座番号|loan_account_number
templates/finance/lv/log.jp.finance.merchant_id.lv.toml,log.jp.finance.merchant_id.lv,加盟店ID,merchant_id,lv,finance,medium,72,加盟店ID|店舗ID|merchant_id
templates/finance/kv/log.jp.finance.merchant_id.kv.toml,log.jp.finance.merchant_id.kv,加盟店ID,merchant_id,kv,finance,medium,74,加盟店ID|店舗ID|merchant_id
templates/finance/schema/log.jp.finance.merchant_id.schema.toml,log.jp.finance.merchant_id.schema,加盟店ID,merchant_id,schema,finance,medium,54,加盟店ID|店舗ID|merchant_id
templates/finance/leak/log.jp.finance.merchant_id.leak.toml,log.jp.finance.merchant_id.leak,加盟店ID,merchant_id,leak,finance,medium,64,加盟店ID|店舗ID|merchant_id
templates/finance/lv/log.jp.finance.mortgage_info.lv.toml,log.jp.finance.mortgage_info.lv,住宅ローン情報,mortgage_info,lv,finance,high,88,住宅ローン情報|住宅ローン番号|mortgage_info
templates/finance/kv/log.jp.finance.mortgage_info.kv.toml,log.jp.finance.mortgage_info.kv,住宅ローン情報,mortgage_info,kv,finance,high,90,住宅ローン情報|住宅ローン番号|mortgage_info
templates/finance/schema/log.jp.finance.mortgage_info.schema.toml,log.jp.finance.mortgage_info.schema,住宅ローン情報,mortgage_info,schema,finance,high,70,住宅ローン情報|住宅ローン番号|mortgage_info
templates/finance/leak/log.jp.finance.mortgage_info.leak.toml,log.jp.finance.mortgage_info.leak,住宅ローン情報,mortgage_info,leak,finance,high,80,住宅ローン情報|住宅ローン番号|mortgage_info
templates/finance/lv/log.jp.finance.nisa_account.lv.toml,log.jp.finance.nisa_account.lv,NISA口座,nisa_account,lv,finance,high,88,NISA口座|NISA番号|nisa_account
templates/finance/kv/log.jp.finance.nisa_account.kv.toml,log.jp.finance.nisa_account.kv,NISA口座,nisa_account,kv,finance,high,90,NISA口座|NISA番号|nisa_account
templates/finance/schema/log.jp.finance.nisa_account.schema.toml,log.jp.finance.nisa_account.schema,NISA口座,nisa_account,schema,finance,high,70,NISA口座|NISA番号|nisa_account
templates/finance/leak/log.jp.finance.nisa_account.leak.toml,log.jp.finance.nisa_account.leak,NISA口座,nisa_account,leak,finance,high,80,NISA口座|NISA番号|nisa_account
templates/finance/lv/log.jp.finance.payee_bank_name.lv.toml,log.jp.finance.payee_bank_name.lv,振込先銀行名,payee_bank_name,lv,finance,medium,72,振込先銀行名|支払先銀行|payee_bank_name
templates/finance/kv/log.jp.finance.payee_bank_name.kv.toml,log.jp.finance.payee_bank_name.kv,振込先銀行名,payee_bank_name,kv,finance,medium,74,振込先銀行名|支払先銀行|payee_bank_name
templates/finance/schema/log.jp.finance.payee_bank_name.schema.toml,log.jp.finance.payee_bank_name.schema,振込先銀行名,payee_bank_name,schema,finance,medium,54,振込先銀行名|支払先銀行|payee_bank_name
templates/finance/leak/log.jp.finance.payee_bank_name.leak.toml,log.jp.finance.payee_bank_name.leak,振込先銀行名,payee_bank_name,leak,finance,medium,64,振込先銀行名|支払先銀行|payee_bank_name
templates/finance/lv/log.jp.finance.payment_id.lv.toml,log.jp.finance.payment_id.lv,決済ID,payment_id,lv,finance,medium,72,決済ID|決済番号|payment_id
templates/finance/kv/log.jp.finance.payment_id.kv.toml,log.jp.finance.payment_id.kv,決済ID,payment_id,kv,finance,medium,74,決済ID|決済番号|payment_id
templates/finance/schema/log.jp.finance.payment_id.schema.toml,log.jp.finance.payment_id.schema,決済ID,payment_id,schema,finance,medium,54,決済ID|決済番号|payment_id
templates/finance/leak/log.jp.finance.payment_id.leak.toml,log.jp.finance.payment_id.leak,決済ID,payment_id,leak,finance,medium,64,決済ID|決済番号|payment_id
templates/finance/lv/log.jp.finance.payment_token.lv.toml,log.jp.finance.payment_token.lv,決済トークン,payment_token,lv,finance,critical,95,決済トークン|payment_token
templates/finance/kv/log.jp.finance.payment_token.kv.toml,log.jp.finance.payment_token.kv,決済トークン,payment_token,kv,finance,critical,97,決済トークン|payment_token
templates/finance/schema/log.jp.finance.payment_token.schema.toml,log.jp.finance.payment_token.schema,決済トークン,payment_token,schema,finance,critical,77,決済トークン|payment_token
templates/finance/leak/log.jp.finance.payment_token.leak.toml,log.jp.finance.payment_token.leak,決済トークン,payment_token,leak,finance,critical,87,決済トークン|payment_token
